ndx:	HR:MN:SC:1/128s:	x:	y:	z:	unit factor			x:	y:	z:	modulus			
86	00:00:17:074	0	17	256				0	0,067618756	1,018258919	1,020501604			
87	00:00:17:074	0	18	260				0	0,07159633	1,034169215	1,036644587			
88	00:00:17:074	13	15	261				0,051708461	0,059663609	1,038146789	1,041144691			
89	00:00:17:074	22	12	253				0,087506626	0,047730887	1,006326198	1,011250742			
90	00:00:17:074	22	12	251				0,087506626	0,047730887	0,99837105	1,00333464			
91	00:00:17:074	9	15	241				0,035798165	0,059663609	0,958595311	0,961117175			
92	00:00:17:074	6	14	238				0,023865443	0,055686035	0,946662589	0,948599258			
93	00:00:17:074	6	15	242				0,023865443	0,059663609	0,962572885	0,964715432			
94	00:00:17:074	1	17	245				0,003977574	0,067618756	0,974505607	0,976856844			
95	00:00:17:074	-2	17	252				-0,007955148	0,067618756	1,002348624	1,004658322			
96	00:00:17:074	-3	18	256				-0,011932722	0,07159633	1,018258919	1,020842618			
97	00:00:17:074	0	16	257				0	0,063641182	1,022236493	1,024215626			
98	00:00:17:074	10	14	256				0,039775739	0,055686035	1,018258919	1,020555864			
99	00:00:17:074	14	14	249				0,055686035	0,055686035	0,990415902	0,993541911			
