ndx:	HR:MN:SC:1/128s:	x:	y:	z:	unit factor			x:	y:	z:
21	00:00:05:024	2	2	254				0,007955148	0,007955148	1,010303772
22	00:00:05:024	1	2	251				0,003977574	0,007955148	0,99837105
23	00:00:05:024	0	2	253				0	0,007955148	1,006326198
24	00:00:05:024	-1	0	251				-0,003977574	0	0,99837105
25	00:00:05:024	-3	1	256				-0,011932722	0,003977574	1,018258919
26	00:00:05:027	0	1	255				0	0,003977574	1,014281346
27	00:00:05:027	0	1	252				0	0,003977574	1,002348624
28	00:00:05:027	0	2	250				0	0,007955148	0,994393476
29	00:00:05:027	2	1	248				0,007955148	0,003977574	0,986438328
30	00:00:05:027	1	2	247				0,003977574	0,007955148	0,982460754
31	00:00:05:027	4	0	242				0,015910296	0	0,962572885
32	00:00:05:027	1	0	247				0,003977574	0	0,982460754
33	00:00:05:027	1	1	247				0,003977574	0,003977574	0,982460754
34	00:00:05:027	2	0	247				0,007955148	0	0,982460754
35	00:00:05:027	0	2	249				0	0,007955148	0,990415902
36	00:00:05:027	2	4	253				0,007955148	0,015910296	1,006326198
37	00:00:05:027	2	3	255				0,007955148	0,011932722	1,014281346
38	00:00:05:027	0	4	254				0	0,015910296	1,010303772
39	00:00:05:027	0	4	255				0	0,015910296	1,014281346
40	00:00:05:027	0	2	255				0	0,007955148	1,014281346
41	00:00:05:027	0	1	254				0	0,003977574	1,010303772
42	00:00:05:027	1	3	253				0,003977574	0,011932722	1,006326198
43	00:00:05:027	3	0	252				0,011932722	0	1,002348624
44	00:00:05:028	2	2	253				0,007955148	0,007955148	1,006326198
45	00:00:05:028	4	2	249				0,015910296	0,007955148	0,990415902
46	00:00:05:028	4	1	247				0,015910296	0,003977574	0,982460754
47	00:00:05:028	3	4	246				0,011932722	0,015910296	0,97848318
48	00:00:05:028	3	1	250				0,011932722	0,003977574	0,994393476
49	00:00:05:028	3	2	250				0,011932722	0,007955148	0,994393476
50	00:00:05:029	1	2	254				0,003977574	0,007955148	1,010303772
51	00:00:05:029	0	6	252				0	0,023865443	1,002348624
52	00:00:05:029	0	3	252				0	0,011932722	1,002348624
53	00:00:05:029	3	3	252				0,011932722	0,011932722	1,002348624
54	00:00:05:029	0	2	254				0	0,007955148	1,010303772
55	00:00:05:029	2	1	254				0,007955148	0,003977574	1,010303772
56	00:00:05:029	2	2	251				0,007955148	0,007955148	0,99837105
57	00:00:05:029	3	2	248				0,011932722	0,007955148	0,986438328
58	00:00:05:029	1	2	254				0,003977574	0,007955148	1,010303772
59	00:00:05:029	2	4	254				0,007955148	0,015910296	1,010303772
60	00:00:05:029	1	2	252				0,003977574	0,007955148	1,002348624
61	00:00:05:029	1	1	250				0,003977574	0,003977574	0,994393476
62	00:00:05:030	2	2	249				0,007955148	0,007955148	0,990415902
63	00:00:05:030	2	1	254				0,007955148	0,003977574	1,010303772
64	00:00:05:030	1	1	259				0,003977574	0,003977574	1,030191641
65	00:00:05:030	3	3	255				0,011932722	0,011932722	1,014281346
66	00:00:05:030	2	3	254				0,007955148	0,011932722	1,010303772
67	00:00:05:030	1	2	250				0,003977574	0,007955148	0,994393476
68	00:00:05:030	3	1	255				0,011932722	0,003977574	1,014281346
69	00:00:05:030	2	2	250				0,007955148	0,007955148	0,994393476
70	00:00:05:030	0	4	250				0	0,015910296	0,994393476
71	00:00:05:030	1	6	249				0,003977574	0,023865443	0,990415902
72	00:00:05:030	0	4	255				0	0,015910296	1,014281346
73	00:00:05:030	1	2	252				0,003977574	0,007955148	1,002348624
74	00:00:05:030	1	1	254				0,003977574	0,003977574	1,010303772
75	00:00:05:030	1	1	254				0,003977574	0,003977574	1,010303772
76	00:00:05:030	3	2	254				0,011932722	0,007955148	1,010303772
77	00:00:05:030	1	1	251				0,003977574	0,003977574	0,99837105
78	00:00:05:030	4	2	249				0,015910296	0,007955148	0,990415902
79	00:00:05:030	3	2	252				0,011932722	0,007955148	1,002348624
80	00:00:05:031	1	4	248				0,003977574	0,015910296	0,986438328
81	00:00:05:031	2	2	251				0,007955148	0,007955148	0,99837105
82	00:00:05:031	4	2	253				0,015910296	0,007955148	1,006326198
83	00:00:05:031	1	4	251				0,003977574	0,015910296	0,99837105
84	00:00:05:031	1	4	249				0,003977574	0,015910296	0,990415902
85	00:00:05:031	3	3	249				0,011932722	0,011932722	0,990415902
86	00:00:05:031	5	2	251				0,01988787	0,007955148	0,99837105
87	00:00:05:031	1	2	253				0,003977574	0,007955148	1,006326198
88	00:00:05:031	2	2	254				0,007955148	0,007955148	1,010303772
89	00:00:05:031	4	2	252				0,015910296	0,007955148	1,002348624
90	00:00:05:032	4	1	250				0,015910296	0,003977574	0,994393476
91	00:00:05:032	6	4	251				0,023865443	0,015910296	0,99837105
92	00:00:05:032	2	3	251				0,007955148	0,011932722	0,99837105
93	00:00:05:032	3	4	253				0,011932722	0,015910296	1,006326198
94	00:00:05:032	4	2	252				0,015910296	0,007955148	1,002348624
95	00:00:05:032	3	2	250				0,011932722	0,007955148	0,994393476
96	00:00:05:032	3	0	248				0,011932722	0	0,986438328
97	00:00:05:032	2	2	253				0,007955148	0,007955148	1,006326198
98	00:00:05:032	4	1	254				0,015910296	0,003977574	1,010303772
99	00:00:05:033	-1	6	251				-0,003977574	0,023865443	0,99837105
100	00:00:06:018	3	5	250				0,011932722	0,01988787	0,994393476
101	00:00:06:019	7	1	255				0,027843017	0,003977574	1,014281346
102	00:00:06:019	0	4	253				0	0,015910296	1,006326198
103	00:00:06:019	2	4	250				0,007955148	0,015910296	0,994393476
104	00:00:06:019	3	0	255				0,011932722	0	1,014281346
105	00:00:06:019	1	2	249				0,003977574	0,007955148	0,990415902
106	00:00:06:019	4	0	251				0,015910296	0	0,99837105
107	00:00:06:019	2	4	249				0,007955148	0,015910296	0,990415902
108	00:00:06:019	3	2	250				0,011932722	0,007955148	0,994393476
109	00:00:06:019	5	1	254				0,01988787	0,003977574	1,010303772
110	00:00:06:019	2	3	251				0,007955148	0,011932722	0,99837105
111	00:00:06:019	2	2	249				0,007955148	0,007955148	0,990415902
112	00:00:06:019	4	2	252				0,015910296	0,007955148	1,002348624
113	00:00:06:019	3	3	251				0,011932722	0,011932722	0,99837105
114	00:00:06:019	2	3	251				0,007955148	0,011932722	0,99837105
115	00:00:06:020	4	2	251				0,015910296	0,007955148	0,99837105
116	00:00:06:020	4	3	251				0,015910296	0,011932722	0,99837105
117	00:00:06:020	3	2	249				0,011932722	0,007955148	0,990415902
118	00:00:06:020	4	3	250				0,015910296	0,011932722	0,994393476
119	00:00:06:020	2	3	255				0,007955148	0,011932722	1,014281346
120	00:00:06:021	3	1	253				0,011932722	0,003977574	1,006326198
121	00:00:06:021	2	1	250				0,007955148	0,003977574	0,994393476
122	00:00:06:021	3	6	250				0,011932722	0,023865443	0,994393476
123	00:00:06:021	3	5	253				0,011932722	0,01988787	1,006326198
124	00:00:06:021	2	4	252				0,007955148	0,015910296	1,002348624
125	00:00:06:021	1	5	248				0,003977574	0,01988787	0,986438328
126	00:00:06:021	0	3	253				0	0,011932722	1,006326198
127	00:00:06:021	1	3	250				0,003977574	0,011932722	0,994393476
128	00:00:06:021	4	3	255				0,015910296	0,011932722	1,014281346
129	00:00:06:021	2	4	249				0,007955148	0,015910296	0,990415902
130	00:00:06:021	3	-1	250				0,011932722	-0,003977574	0,994393476
131	00:00:06:021	4	3	251				0,015910296	0,011932722	0,99837105
132	00:00:06:021	6	2	251				0,023865443	0,007955148	0,99837105
133	00:00:06:021	5	2	249				0,01988787	0,007955148	0,990415902
134	00:00:06:022	2	1	253				0,007955148	0,003977574	1,006326198
135	00:00:06:022	4	2	254				0,015910296	0,007955148	1,010303772
136	00:00:06:022	0	4	248				0	0,015910296	0,986438328
137	00:00:06:022	3	0	254				0,011932722	0	1,010303772
138	00:00:06:022	-1	2	250				-0,003977574	0,007955148	0,994393476
139	00:00:06:022	0	4	248				0	0,015910296	0,986438328
140	00:00:06:022	2	3	250				0,007955148	0,011932722	0,994393476
141	00:00:06:022	1	6	251				0,003977574	0,023865443	0,99837105
142	00:00:06:022	1	3	252				0,003977574	0,011932722	1,002348624
143	00:00:06:022	4	0	251				0,015910296	0	0,99837105
144	00:00:06:022	4	1	247				0,015910296	0,003977574	0,982460754
145	00:00:06:022	3	3	251				0,011932722	0,011932722	0,99837105
146	00:00:06:022	2	1	252				0,007955148	0,003977574	1,002348624
147	00:00:06:022	3	3	250				0,011932722	0,011932722	0,994393476
148	00:00:06:022	3	2	251				0,011932722	0,007955148	0,99837105
149	00:00:06:022	2	1	253				0,007955148	0,003977574	1,006326198
150	00:00:06:022	4	0	251				0,015910296	0	0,99837105
151	00:00:06:022	4	3	253				0,015910296	0,011932722	1,006326198
152	00:00:06:023	1	4	247				0,003977574	0,015910296	0,982460754
153	00:00:06:023	5	0	252				0,01988787	0	1,002348624
154	00:00:06:023	1	4	247				0,003977574	0,015910296	0,982460754
155	00:00:06:023	5	1	253				0,01988787	0,003977574	1,006326198
156	00:00:06:023	2	3	252				0,007955148	0,011932722	1,002348624
157	00:00:06:023	3	2	248				0,011932722	0,007955148	0,986438328
158	00:00:06:023	1	1	250				0,003977574	0,003977574	0,994393476
159	00:00:06:023	4	3	251				0,015910296	0,011932722	0,99837105
160	00:00:06:023	1	2	252				0,003977574	0,007955148	1,002348624
161	00:00:06:024	-2	1	251				-0,007955148	0,003977574	0,99837105
162	00:00:06:024	0	2	253				0	0,007955148	1,006326198
163	00:00:06:024	1	-1	253				0,003977574	-0,003977574	1,006326198
164	00:00:06:024	0	0	250				0	0	0,994393476
165	00:00:06:024	0	0	251				0	0	0,99837105
166	00:00:06:024	0	-1	247				0	-0,003977574	0,982460754
167	00:00:06:024	0	2	251				0	0,007955148	0,99837105
168	00:00:06:024	2	1	253				0,007955148	0,003977574	1,006326198
169	00:00:06:027	1	1	250				0,003977574	0,003977574	0,994393476
170	00:00:06:027	1	0	252				0,003977574	0	1,002348624
171	00:00:06:027	1	2	255				0,003977574	0,007955148	1,014281346
172	00:00:06:027	0	1	252				0	0,003977574	1,002348624
173	00:00:06:027	3	3	252				0,011932722	0,011932722	1,002348624
174	00:00:06:027	2	4	251				0,007955148	0,015910296	0,99837105
175	00:00:06:027	1	4	248				0,003977574	0,015910296	0,986438328
176	00:00:06:027	1	1	250				0,003977574	0,003977574	0,994393476
177	00:00:06:027	5	1	251				0,01988787	0,003977574	0,99837105
178	00:00:06:027	3	2	257				0,011932722	0,007955148	1,022236493
179	00:00:06:027	5	0	252				0,01988787	0	1,002348624
180	00:00:06:027	1	4	250				0,003977574	0,015910296	0,994393476
181	00:00:06:027	-2	4	251				-0,007955148	0,015910296	0,99837105
182	00:00:06:027	1	5	255				0,003977574	0,01988787	1,014281346
183	00:00:06:027	-6	1	253				-0,023865443	0,003977574	1,006326198
184	00:00:06:027	2	4	259				0,007955148	0,015910296	1,030191641
185	00:00:06:027	0	3	258				0	0,011932722	1,026214067
186	00:00:06:027	3	1	254				0,011932722	0,003977574	1,010303772
187	00:00:06:028	5	1	256				0,01988787	0,003977574	1,018258919
188	00:00:06:028	4	0	252				0,015910296	0	1,002348624
189	00:00:06:028	3	2	249				0,011932722	0,007955148	0,990415902
190	00:00:06:028	1	3	249				0,003977574	0,011932722	0,990415902
191	00:00:06:028	3	2	250				0,011932722	0,007955148	0,994393476
192	00:00:06:028	2	0	246				0,007955148	0	0,97848318
193	00:00:06:028	0	1	244				0	0,003977574	0,970528033
194	00:00:06:028	1	3	247				0,003977574	0,011932722	0,982460754
195	00:00:06:028	3	3	246				0,011932722	0,011932722	0,97848318
196	00:00:06:028	3	0	239				0,011932722	0	0,950640163
197	00:00:06:029	0	2	251				0	0,007955148	0,99837105
198	00:00:06:029	1	2	251				0,003977574	0,007955148	0,99837105
199	00:00:06:029	0	1	249				0	0,003977574	0,990415902
0	00:00:07:015	1	1	252				0,003977574	0,003977574	1,002348624
1	00:00:07:015	0	4	253				0	0,015910296	1,006326198
2	00:00:07:015	0	1	255				0	0,003977574	1,014281346
3	00:00:07:015	0	1	253				0	0,003977574	1,006326198
4	00:00:07:015	1	4	248				0,003977574	0,015910296	0,986438328
5	00:00:07:016	5	2	248				0,01988787	0,007955148	0,986438328
6	00:00:07:016	3	4	252				0,011932722	0,015910296	1,002348624
7	00:00:07:016	6	3	249				0,023865443	0,011932722	0,990415902
8	00:00:07:016	4	2	250				0,015910296	0,007955148	0,994393476
9	00:00:07:016	7	0	252				0,027843017	0	1,002348624
10	00:00:07:017	6	0	254				0,023865443	0	1,010303772
11	00:00:07:017	2	0	256				0,007955148	0	1,018258919
12	00:00:07:017	-1	1	257				-0,003977574	0,003977574	1,022236493
13	00:00:07:017	2	1	257				0,007955148	0,003977574	1,022236493
14	00:00:07:017	3	3	256				0,011932722	0,011932722	1,018258919
15	00:00:07:017	5	5	252				0,01988787	0,01988787	1,002348624
16	00:00:07:017	4	0	251				0,015910296	0	0,99837105
17	00:00:07:017	0	5	250				0	0,01988787	0,994393476
18	00:00:07:017	0	2	250				0	0,007955148	0,994393476
19	00:00:07:017	2	2	247				0,007955148	0,007955148	0,982460754
20	00:00:07:017	5	3	249				0,01988787	0,011932722	0,990415902
21	00:00:07:017	3	1	252				0,011932722	0,003977574	1,002348624
22	00:00:07:017	2	1	252				0,007955148	0,003977574	1,002348624
23	00:00:07:018	4	4	251				0,015910296	0,015910296	0,99837105
24	00:00:07:018	5	0	253				0,01988787	0	1,006326198
25	00:00:07:018	7	0	251				0,027843017	0	0,99837105
26	00:00:07:018	4	3	251				0,015910296	0,011932722	0,99837105
27	00:00:07:018	3	1	251				0,011932722	0,003977574	0,99837105
28	00:00:07:018	4	1	248				0,015910296	0,003977574	0,986438328
29	00:00:07:018	3	0	252				0,011932722	0	1,002348624
30	00:00:07:018	2	0	254				0,007955148	0	1,010303772
31	00:00:07:018	5	0	254				0,01988787	0	1,010303772
32	00:00:07:018	5	1	255				0,01988787	0,003977574	1,014281346
33	00:00:07:018	5	0	254				0,01988787	0	1,010303772
34	00:00:07:018	7	0	253				0,027843017	0	1,006326198
35	00:00:07:018	7	0	250				0,027843017	0	0,994393476
36	00:00:07:018	9	1	250				0,035798165	0,003977574	0,994393476
37	00:00:07:018	5	2	250				0,01988787	0,007955148	0,994393476
38	00:00:07:018	9	0	252				0,035798165	0	1,002348624
39	00:00:07:018	10	1	246				0,039775739	0,003977574	0,97848318
40	00:00:07:018	4	1	253				0,015910296	0,003977574	1,006326198
41	00:00:07:019	6	0	254				0,023865443	0	1,010303772
42	00:00:07:019	6	1	249				0,023865443	0,003977574	0,990415902
43	00:00:07:019	6	1	252				0,023865443	0,003977574	1,002348624
44	00:00:07:019	6	0	251				0,023865443	0	0,99837105
45	00:00:07:019	6	0	254				0,023865443	0	1,010303772
46	00:00:07:019	8	1	247				0,031820591	0,003977574	0,982460754
47	00:00:07:019	5	1	251				0,01988787	0,003977574	0,99837105
48	00:00:07:019	8	1	252				0,031820591	0,003977574	1,002348624
49	00:00:07:019	6	0	250				0,023865443	0	0,994393476
50	00:00:07:019	9	1	252				0,035798165	0,003977574	1,002348624
51	00:00:07:020	5	5	255				0,01988787	0,01988787	1,014281346
52	00:00:07:020	5	1	253				0,01988787	0,003977574	1,006326198
53	00:00:07:020	1	2	252				0,003977574	0,007955148	1,002348624
54	00:00:07:020	5	3	254				0,01988787	0,011932722	1,010303772
55	00:00:07:020	6	2	253				0,023865443	0,007955148	1,006326198
56	00:00:07:020	4	3	253				0,015910296	0,011932722	1,006326198
57	00:00:07:020	8	1	251				0,031820591	0,003977574	0,99837105
58	00:00:07:020	9	1	254				0,035798165	0,003977574	1,010303772
59	00:00:07:020	5	2	250				0,01988787	0,007955148	0,994393476
60	00:00:07:021	6	2	252				0,023865443	0,007955148	1,002348624
61	00:00:07:021	6	1	250				0,023865443	0,003977574	0,994393476
62	00:00:07:021	7	2	248				0,027843017	0,007955148	0,986438328
63	00:00:07:021	6	1	249				0,023865443	0,003977574	0,990415902
64	00:00:07:021	6	0	251				0,023865443	0	0,99837105
65	00:00:07:021	8	1	248				0,031820591	0,003977574	0,986438328
66	00:00:07:021	9	2	248				0,035798165	0,007955148	0,986438328
67	00:00:07:021	8	3	247				0,031820591	0,011932722	0,982460754
68	00:00:07:021	4	3	248				0,015910296	0,011932722	0,986438328
69	00:00:07:021	7	1	248				0,027843017	0,003977574	0,986438328
70	00:00:07:021	11	0	253				0,043753313	0	1,006326198
71	00:00:07:021	6	2	249				0,023865443	0,007955148	0,990415902
72	00:00:07:021	5	1	248				0,01988787	0,003977574	0,986438328
73	00:00:07:021	6	0	256				0,023865443	0	1,018258919
74	00:00:07:021	7	2	257				0,027843017	0,007955148	1,022236493
75	00:00:07:021	9	2	254				0,035798165	0,007955148	1,010303772
76	00:00:07:021	8	1	255				0,031820591	0,003977574	1,014281346
77	00:00:07:021	5	3	254				0,01988787	0,011932722	1,010303772
78	00:00:07:022	10	0	251				0,039775739	0	0,99837105
79	00:00:07:022	9	2	249				0,035798165	0,007955148	0,990415902
80	00:00:07:022	5	0	251				0,01988787	0	0,99837105
81	00:00:07:022	8	-1	255				0,031820591	-0,003977574	1,014281346
82	00:00:07:022	7	2	259				0,027843017	0,007955148	1,030191641
83	00:00:07:022	4	-3	248				0,015910296	-0,011932722	0,986438328
84	00:00:07:022	17	1	250				0,067618756	0,003977574	0,994393476
85	00:00:07:022	6	1	249				0,023865443	0,003977574	0,990415902
86	00:00:07:022	7	0	249				0,027843017	0	0,990415902
87	00:00:07:022	6	2	250				0,023865443	0,007955148	0,994393476
88	00:00:07:022	4	1	250				0,015910296	0,003977574	0,994393476
89	00:00:07:022	4	1	254				0,015910296	0,003977574	1,010303772
90	00:00:07:022	4	1	254				0,015910296	0,003977574	1,010303772
91	00:00:07:022	7	0	248				0,027843017	0	0,986438328
92	00:00:07:023	5	1	248				0,01988787	0,003977574	0,986438328
93	00:00:07:023	4	1	251				0,015910296	0,003977574	0,99837105
94	00:00:07:023	5	1	252				0,01988787	0,003977574	1,002348624
95	00:00:07:023	4	1	254				0,015910296	0,003977574	1,010303772
96	00:00:07:024	3	3	249				0,011932722	0,011932722	0,990415902
97	00:00:07:024	5	1	251				0,01988787	0,003977574	0,99837105
98	00:00:07:024	3	0	254				0,011932722	0	1,010303772
99	00:00:07:024	4	0	253				0,015910296	0	1,006326198
100	00:00:08:011	3	0	253				0,011932722	0	1,006326198
101	00:00:08:012	1	2	255				0,003977574	0,007955148	1,014281346
102	00:00:08:012	3	0	251				0,011932722	0	0,99837105
103	00:00:08:012	3	1	252				0,011932722	0,003977574	1,002348624
104	00:00:08:012	4	2	250				0,015910296	0,007955148	0,994393476
105	00:00:08:012	4	1	247				0,015910296	0,003977574	0,982460754
106	00:00:08:012	6	0	244				0,023865443	0	0,970528033
107	00:00:08:012	2	3	251				0,007955148	0,011932722	0,99837105
108	00:00:08:012	2	2	253				0,007955148	0,007955148	1,006326198
109	00:00:08:012	3	2	250				0,011932722	0,007955148	0,994393476
110	00:00:08:012	7	1	251				0,027843017	0,003977574	0,99837105
111	00:00:08:012	3	1	252				0,011932722	0,003977574	1,002348624
112	00:00:08:012	1	3	249				0,003977574	0,011932722	0,990415902
113	00:00:08:012	0	2	252				0	0,007955148	1,002348624
114	00:00:08:013	1	4	250				0,003977574	0,015910296	0,994393476
115	00:00:08:013	2	2	250				0,007955148	0,007955148	0,994393476
116	00:00:08:013	3	3	247				0,011932722	0,011932722	0,982460754
117	00:00:08:013	3	4	248				0,011932722	0,015910296	0,986438328
118	00:00:08:013	4	0	249				0,015910296	0	0,990415902
119	00:00:08:013	0	3	248				0	0,011932722	0,986438328
120	00:00:08:013	4	-1	252				0,015910296	-0,003977574	1,002348624
121	00:00:08:013	-2	0	247				-0,007955148	0	0,982460754
122	00:00:08:013	0	-2	249				0	-0,007955148	0,990415902
123	00:00:08:013	1	1	253				0,003977574	0,003977574	1,006326198
124	00:00:08:013	1	1	251				0,003977574	0,003977574	0,99837105
125	00:00:08:013	0	2	252				0	0,007955148	1,002348624
126	00:00:08:013	2	1	252				0,007955148	0,003977574	1,002348624
127	00:00:08:013	0	2	252				0	0,007955148	1,002348624
128	00:00:08:013	0	3	249				0	0,011932722	0,990415902
129	00:00:08:013	2	2	248				0,007955148	0,007955148	0,986438328
130	00:00:08:013	2	3	247				0,007955148	0,011932722	0,982460754
131	00:00:08:013	0	2	252				0	0,007955148	1,002348624
132	00:00:08:014	-1	3	247				-0,003977574	0,011932722	0,982460754
133	00:00:08:014	1	2	250				0,003977574	0,007955148	0,994393476
134	00:00:08:014	3	2	249				0,011932722	0,007955148	0,990415902
135	00:00:08:014	1	2	249				0,003977574	0,007955148	0,990415902
136	00:00:08:014	1	2	253				0,003977574	0,007955148	1,006326198
137	00:00:08:014	1	0	255				0,003977574	0	1,014281346
138	00:00:08:014	0	1	251				0	0,003977574	0,99837105
139	00:00:08:015	1	1	255				0,003977574	0,003977574	1,014281346
140	00:00:08:015	1	3	255				0,003977574	0,011932722	1,014281346
141	00:00:08:015	1	5	256				0,003977574	0,01988787	1,018258919
142	00:00:08:015	1	4	250				0,003977574	0,015910296	0,994393476
143	00:00:08:015	1	5	252				0,003977574	0,01988787	1,002348624
144	00:00:08:015	0	5	251				0	0,01988787	0,99837105
145	00:00:08:015	2	3	251				0,007955148	0,011932722	0,99837105
